3.easyfig.fa	4.easyfig.fa	82.690	699	121	0	20165	20863	1199	1897	0.0	715
3.easyfig.fa	4.easyfig.fa	76.772	762	171	3	12868	13626	45	803	6.00e-164	569
3.easyfig.fa	4.easyfig.fa	86.477	281	38	0	13717	13997	828	1108	6.43e-94	336
3.easyfig.fa	4.easyfig.fa	76.396	394	92	1	25919	26312	2441	2833	2.92e-79	288
3.easyfig.fa	4.easyfig.fa	73.256	86	23	0	21943	22028	1999	2084	3.81e-08	51.8
3.easyfig.fa	4.easyfig.fa	94.444	18	1	0	20447	20464	3818	3801	0.43	28.3
3.easyfig.fa	4.easyfig.fa	89.474	19	2	0	16645	16663	2366	2348	1.5	26.5
3.easyfig.fa	4.easyfig.fa	100.000	14	0	0	25533	25546	3072	3085	1.5	26.5
3.easyfig.fa	4.easyfig.fa	100.000	14	0	0	24713	24726	3710	3723	1.5	26.5
3.easyfig.fa	4.easyfig.fa	94.118	17	1	0	11979	11995	4130	4146	1.5	26.5
3.easyfig.fa	4.easyfig.fa	94.737	19	0	1	21320	21338	4955	4938	1.5	26.5
3.easyfig.fa	4.easyfig.fa	100.000	14	0	0	16600	16613	5132	5145	1.5	26.5
3.easyfig.fa	4.easyfig.fa	100.000	13	0	0	21363	21375	627	639	5.3	24.7
3.easyfig.fa	4.easyfig.fa	100.000	13	0	0	1498	1510	2472	2484	5.3	24.7
3.easyfig.fa	4.easyfig.fa	100.000	13	0	0	15260	15272	2853	2841	5.3	24.7
3.easyfig.fa	4.easyfig.fa	100.000	13	0	0	24937	24949	3595	3583	5.3	24.7
3.easyfig.fa	4.easyfig.fa	84.000	25	2	1	12369	12391	3825	3801	5.3	24.7
3.easyfig.fa	4.easyfig.fa	100.000	13	0	0	12161	12173	4324	4336	5.3	24.7
3.easyfig.fa	4.easyfig.fa	100.000	13	0	0	6057	6069	4378	4366	5.3	24.7
3.easyfig.fa	4.easyfig.fa	88.889	18	2	0	2204	2221	4545	4562	5.3	24.7
3.easyfig.fa	4.easyfig.fa	93.750	16	1	0	10971	10986	4774	4789	5.3	24.7
3.easyfig.fa	4.easyfig.fa	93.750	16	1	0	17267	17282	5045	5030	5.3	24.7
