1.easyfig.fa	2.easyfig.fa	67.959	1161	362	7	12302	13459	6242	5089	4.93e-111	394
1.easyfig.fa	2.easyfig.fa	71.394	409	116	1	13563	13970	4907	4499	1.42e-54	206
1.easyfig.fa	2.easyfig.fa	81.081	37	6	1	14019	14055	4450	4415	0.065	31.9
1.easyfig.fa	2.easyfig.fa	90.000	20	2	0	6230	6249	997	1016	0.79	28.3
1.easyfig.fa	2.easyfig.fa	94.118	17	1	0	9386	9402	2740	2756	2.7	26.5
1.easyfig.fa	2.easyfig.fa	94.118	17	1	0	12826	12842	12040	12024	2.7	26.5
1.easyfig.fa	2.easyfig.fa	93.750	16	1	0	9859	9874	3090	3105	9.6	24.7
1.easyfig.fa	2.easyfig.fa	100.000	13	0	0	16168	16180	4117	4129	9.6	24.7
1.easyfig.fa	2.easyfig.fa	100.000	13	0	0	6920	6932	10460	10472	9.6	24.7
1.easyfig.fa	2.easyfig.fa	100.000	13	0	0	1939	1951	13397	13385	9.6	24.7
1.easyfig.fa	2.easyfig.fa	100.000	13	0	0	5929	5941	14353	14365	9.6	24.7
1.easyfig.fa	2.easyfig.fa	88.889	18	2	0	9517	9534	14797	14814	9.6	24.7
