3.easyfig.fa	4.easyfig.fa	75.665	1804	436	3	12519	14320	34329	32527	0.0	1263
3.easyfig.fa	4.easyfig.fa	95.455	22	1	0	14603	14624	17390	17411	0.015	35.6
3.easyfig.fa	4.easyfig.fa	95.000	20	1	0	3873	3892	17390	17409	0.19	31.9
3.easyfig.fa	4.easyfig.fa	78.378	37	8	0	13087	13123	23003	22967	0.19	31.9
3.easyfig.fa	4.easyfig.fa	90.909	22	2	0	10452	10473	23765	23786	0.19	31.9
3.easyfig.fa	4.easyfig.fa	76.190	42	10	0	13219	13260	24420	24461	0.19	31.9
3.easyfig.fa	4.easyfig.fa	100.000	16	0	0	10858	10873	32684	32699	0.66	30.1
3.easyfig.fa	4.easyfig.fa	84.615	26	4	0	3740	3765	39570	39595	0.66	30.1
3.easyfig.fa	4.easyfig.fa	87.500	24	3	0	14094	14117	47254	47231	0.66	30.1
3.easyfig.fa	4.easyfig.fa	84.615	26	4	0	12072	12097	50022	49997	0.66	30.1
3.easyfig.fa	4.easyfig.fa	100.000	15	0	0	3567	3581	8558	8544	2.3	28.3
3.easyfig.fa	4.easyfig.fa	100.000	15	0	0	820	834	9643	9629	2.3	28.3
3.easyfig.fa	4.easyfig.fa	90.000	20	2	0	6819	6838	10247	10266	2.3	28.3
3.easyfig.fa	4.easyfig.fa	100.000	15	0	0	10240	10254	13399	13413	2.3	28.3
3.easyfig.fa	4.easyfig.fa	90.000	20	2	0	12790	12809	15798	15779	2.3	28.3
3.easyfig.fa	4.easyfig.fa	84.000	25	4	0	15283	15307	23668	23692	2.3	28.3
3.easyfig.fa	4.easyfig.fa	90.000	20	2	0	1642	1661	26366	26385	2.3	28.3
3.easyfig.fa	4.easyfig.fa	100.000	15	0	0	12384	12398	32639	32625	2.3	28.3
3.easyfig.fa	4.easyfig.fa	100.000	15	0	0	8933	8947	33965	33979	2.3	28.3
3.easyfig.fa	4.easyfig.fa	94.118	17	1	0	849	865	1148	1132	8.0	26.5
3.easyfig.fa	4.easyfig.fa	100.000	14	0	0	2235	2248	2550	2537	8.0	26.5
3.easyfig.fa	4.easyfig.fa	94.118	17	1	0	8384	8400	4520	4536	8.0	26.5
3.easyfig.fa	4.easyfig.fa	100.000	14	0	0	8952	8965	4826	4813	8.0	26.5
3.easyfig.fa	4.easyfig.fa	89.474	19	2	0	8378	8396	9317	9299	8.0	26.5
3.easyfig.fa	4.easyfig.fa	100.000	14	0	0	11881	11894	9386	9373	8.0	26.5
3.easyfig.fa	4.easyfig.fa	94.118	17	1	0	13877	13893	9619	9603	8.0	26.5
3.easyfig.fa	4.easyfig.fa	89.474	19	2	0	12443	12461	12663	12681	8.0	26.5
3.easyfig.fa	4.easyfig.fa	79.310	29	6	0	10094	10122	12877	12905	8.0	26.5
3.easyfig.fa	4.easyfig.fa	100.000	14	0	0	11993	12006	13247	13234	8.0	26.5
3.easyfig.fa	4.easyfig.fa	94.118	17	1	0	1274	1290	19735	19719	8.0	26.5
3.easyfig.fa	4.easyfig.fa	100.000	14	0	0	1281	1294	23011	23024	8.0	26.5
3.easyfig.fa	4.easyfig.fa	83.333	24	4	0	13733	13756	23689	23712	8.0	26.5
3.easyfig.fa	4.easyfig.fa	100.000	14	0	0	12212	12225	29859	29872	8.0	26.5
3.easyfig.fa	4.easyfig.fa	100.000	14	0	0	578	591	33837	33850	8.0	26.5
3.easyfig.fa	4.easyfig.fa	89.474	19	2	0	6332	6350	33882	33900	8.0	26.5
3.easyfig.fa	4.easyfig.fa	100.000	14	0	0	4149	4162	34751	34738	8.0	26.5
3.easyfig.fa	4.easyfig.fa	94.118	17	1	0	14777	14793	39006	39022	8.0	26.5
3.easyfig.fa	4.easyfig.fa	89.474	19	2	0	6037	6055	39922	39940	8.0	26.5
3.easyfig.fa	4.easyfig.fa	86.364	22	3	0	4152	4173	42279	42258	8.0	26.5
3.easyfig.fa	4.easyfig.fa	94.118	17	1	0	10344	10360	44607	44623	8.0	26.5
3.easyfig.fa	4.easyfig.fa	100.000	14	0	0	14761	14774	45866	45853	8.0	26.5
3.easyfig.fa	4.easyfig.fa	100.000	14	0	0	11824	11837	47120	47107	8.0	26.5
3.easyfig.fa	4.easyfig.fa	100.000	14	0	0	9701	9714	49663	49676	8.0	26.5
3.easyfig.fa	4.easyfig.fa	94.118	17	1	0	5585	5601	49924	49940	8.0	26.5
