3.easyfig.fa	4.easyfig.fa	75.665	1804	436	3	12519	14320	14330	12528	0.0	1263
3.easyfig.fa	4.easyfig.fa	78.378	37	8	0	13087	13123	3004	2968	0.082	31.9
3.easyfig.fa	4.easyfig.fa	90.909	22	2	0	10452	10473	3766	3787	0.082	31.9
3.easyfig.fa	4.easyfig.fa	76.190	42	10	0	13219	13260	4421	4462	0.082	31.9
3.easyfig.fa	4.easyfig.fa	76.087	46	6	2	8663	8703	10013	9968	0.29	30.1
3.easyfig.fa	4.easyfig.fa	100.000	16	0	0	10858	10873	12685	12700	0.29	30.1
3.easyfig.fa	4.easyfig.fa	84.615	26	4	0	3740	3765	19571	19596	0.29	30.1
3.easyfig.fa	4.easyfig.fa	84.000	25	4	0	15283	15307	3669	3693	1.00	28.3
3.easyfig.fa	4.easyfig.fa	90.000	20	2	0	1642	1661	6367	6386	1.00	28.3
3.easyfig.fa	4.easyfig.fa	100.000	15	0	0	12384	12398	12640	12626	1.00	28.3
3.easyfig.fa	4.easyfig.fa	100.000	15	0	0	8933	8947	13966	13980	1.00	28.3
3.easyfig.fa	4.easyfig.fa	100.000	14	0	0	1281	1294	3012	3025	3.5	26.5
3.easyfig.fa	4.easyfig.fa	83.333	24	4	0	13733	13756	3690	3713	3.5	26.5
3.easyfig.fa	4.easyfig.fa	100.000	14	0	0	12212	12225	9860	9873	3.5	26.5
3.easyfig.fa	4.easyfig.fa	84.615	26	3	1	14017	14042	10314	10290	3.5	26.5
3.easyfig.fa	4.easyfig.fa	100.000	14	0	0	578	591	13838	13851	3.5	26.5
3.easyfig.fa	4.easyfig.fa	89.474	19	2	0	6332	6350	13883	13901	3.5	26.5
3.easyfig.fa	4.easyfig.fa	100.000	14	0	0	4149	4162	14752	14739	3.5	26.5
3.easyfig.fa	4.easyfig.fa	94.118	17	1	0	14777	14793	19007	19023	3.5	26.5
3.easyfig.fa	4.easyfig.fa	89.474	19	2	0	6037	6055	19923	19941	3.5	26.5
